vibration_sample,sound_sample,label,severity
"[1.0671921676083513, 1.0997668924822912, 1.1110445820601171, 0.9843965951327972, 0.9901428297427914, 0.9763415575532645, 0.8701161684355085, 1.1369847426164295, 1.0205778718572305, 1.029937846340406, 0.9976892584634116, 0.965778489059767, 0.963659175045954, 1.0315572051427488, 0.9792185838983427, 1.021680530488462, 1.0955007244405737, 1.0057197152991506, 1.0006503785048282, 1.0084904652618478, 1.0766961705137785, 0.9276859952428291, 0.920452085209474, 0.8609883434951604, 1.0566133961851423, 3.7509368138622783, 1.000531191799681, 0.9810363155462164, 0.9818810902314486, 0.9524847406250841, 0.9877620331272389, 1.0573496465096959, 1.0262908397363284, 1.051074651255436, 0.9285797098080436, 0.992469877263199, 1.1479178819201348, 1.0208902441781698, 0.967344615581596, 1.0321629139787931, 0.9409661896856457, 0.9655670803438161, 1.0345471033974145, 1.0110748167110506, 1.0541195768131018, 0.9442941717524003, 1.051576195098313, 1.0078868029940307, 1.0176840329834735, 0.9260387672950845]","[-0.44866055261460563, 0.5581819225199527, 0.6758914682366506, 0.38915160871887006, -0.25804984234946027, -0.4021915924207326, -0.25577459345016723, -0.3276310435541305, -1.2969833043928183, -0.3301394337465309, -0.3771595517839591, 0.5455309294005615, -0.09319529723439685, 0.5733774085037388, -0.5798470439784402, 0.1961101654671837, 0.1594506791638871, -1.1860901823668903, 0.018963243161416232, 0.22443506987869244]",Footstep,Red
"[0.9760665466744868, 1.0016963872719797, 1.0157686566095432, 1.0579403729916415, 0.9128577012142951, 1.036468546976063, 0.9845159250103243, 1.0878324682961622, 1.047612247610609, 1.0097008821106208, 1.016525799330549, 0.9788925846299845, 0.9279669674488055, 1.06526369334045, 1.050645319880141, 1.0269810932173171, 1.0356469113152638, 1.0378051663648347, 1.015314599108383, 1.039887615124, 0.966991749996757, 0.9929801912051806, 0.9843368601686514, 1.0683279288640684, 0.9122044178966306, 3.807371359025639, 0.9213914746171545, 1.0044367231025364, 0.9699149798049602, 0.9701344840793078, 0.9031774304430986, 1.078289003304079, 1.0449491300446851, 0.9918087113404601, 1.001435272692319, 1.0457704608874627, 0.977825690255039, 1.001243330962632, 1.0419512741012071, 1.019381555941395, 1.0342984944935183, 0.9699998688884153, 1.047959669058698, 0.9338767964044091, 0.8642952825175095, 1.0339985086710863, 1.0328682364791908, 0.9922848389703869, 1.032789957222052, 0.9427895879328172]","[-0.5468302692249442, -0.5861753932126744, 0.08555988061479253, 0.32457332860705546, -0.4780938216426891, 0.3034505146506257, -0.3256133478324173, -0.08693394503056115, 0.6100019568736981, -0.045633701982129106, 0.043850840664480105, -0.6461424968481284, 0.3198196348034548, -0.17996951199103262, 0.6090688514758055, -0.21837495732349246, -0.020632677077289635, 0.9036407557749884, -0.15080558364331886, 0.31299603936652465]",Footstep,Red
"[0.9623694461052552, 0.9848583560265898, 1.05970980710192, 1.0290166234296052, 1.004185550576399, 1.0003447096895104, 0.928879360811584, 1.014870632318331, 1.0923916593442808, 0.9713515631092569, 1.013443787378977, 0.9947817401508694, 1.0231723160770245, 0.9627830589858485, 1.0349222235840285, 0.9617444347228434, 0.9553179819897752, 0.9873071663489035, 0.9525595689730415, 1.0133908148845634, 0.939083257887311, 1.054992561316346, 1.0322570756026548, 0.972150079421971, 1.025747174159179, 3.8184238121971967, 0.9403610665373997, 1.0193562151798763, 1.063630616048924, 1.040750751641904, 1.0204099929680908, 1.0048594675601916, 1.0532843647972399, 1.0712814460246154, 1.015580317997087, 0.9821545526673172, 1.0655029447428908, 0.9566045149904713, 0.9432995446517487, 0.9097759128192593, 0.9952902438896264, 0.9748711058605835, 1.0158582959366087, 0.9818171288475154, 1.0036384737147377, 0.8705829086346969, 0.9773133016290324, 1.0235628848349214, 1.1427849984658551, 0.9476613521586434]","[-0.37749795098456357, -0.8401966172873319, 0.37348754631212, -0.5264094068671457, -0.27989697007704273, -0.40835272036685144, 0.22051036917844724, 0.675643002240742, 0.27842217816403114, 0.1454883747116478, 0.20534036768338193, -0.740401112233474, 0.2196450698947753, 0.0236379823423809, 0.6717997460072269, 0.46524891441377864, 0.27385564235626797, 0.10904743225797042, 0.14894662023490793, 0.3817606045082921]",Footstep,Red
"[0.9892990432999331, 1.0842211715908858, 1.0347883014491905, 0.9558821490511562, 0.9279986678987806, 0.9698912176193139, 0.9841649712800333, 1.0227835035023183, 1.0332278378871842, 1.0232605175106217, 0.9942370978976249, 0.9637207786320117, 0.994909242148427, 0.9659293649953279, 0.9884539588376979, 1.0269989064106266, 1.1342306386013472, 0.9288977649830809, 0.9711685520513913, 0.9817606754552286, 1.0034190993772332, 0.9443713923412567, 1.104201254118637, 1.005777575140169, 0.9825962442632289, 3.3491221636357715, 1.0119287969368969, 1.0116427627350688, 1.001873576747506, 1.017652679720454, 0.9574259502292549, 0.9127861290515896, 1.106844419742158, 0.9598896173859182, 1.0172836399267584, 0.97493092660445, 1.082282060716379, 0.9990071705418397, 0.9440779859661106, 0.9838388569038649, 0.9350912472475547, 1.1159494674523984, 1.1831149325196268, 1.0151264702908458, 1.1093386321808683, 1.0386051194595607, 0.9113155982350206, 0.9956357278863678, 0.949179380521389, 0.9114384430853177]","[-0.5111388285850735, 0.0013546899567227371, -0.4595771557800083, -0.048697403391596034, -0.19221151508027995, 0.6723655343318425, 1.072254666606844, 0.8805088906238723, 0.5581327246565055, 0.02322326444636124, 0.8087668201185941, -0.8482159024941834, -0.007778015867023085, -0.8441926305746282, -0.04433549107333254, -0.3156439183667777, 0.8345320612784471, 0.16308193493023776, -0.2658574929004201, -0.49614775642599473]",Footstep,Red
"[1.0926087751617346, 0.9539504189474592, 1.0202656831872141, 1.003694784625417, 0.9628292367320459, 1.0097671366528715, 1.0855139416651782, 1.0166955946949414, 1.0491591921342058, 0.9917310311247036, 0.9643597251746272, 1.0525382158658214, 0.9594554473689123, 1.0231763890812282, 0.9601033637007164, 0.9827878052720658, 0.891910841190203, 0.9563340415175458, 0.9782199324692152, 0.9723590762005216, 1.0485181682636047, 0.9630280149450602, 1.0062016054109229, 0.9313613370484916, 1.017592601101783, 2.78862320198454, 1.0242324998220187, 1.0484265477581796, 0.9436894042139656, 0.9332952134392853, 1.074394845592897, 1.030201025976789, 1.0331810639244536, 0.988226429143668, 1.044203935384415, 0.9801883940663594, 1.0598559396744338, 1.0256818656290054, 0.9998091090471175, 0.8491472717182901, 0.9472303457412609, 1.016782677446434, 0.9268995634702958, 1.043180794348124, 1.060296850380639, 0.9607816317909358, 1.0298490184892408, 1.0088651583246326, 0.9361804887495573, 1.0635292213880942]","[-0.04058452103771669, 0.4424599487122277, 0.5610421580225199, 0.9171685126071373, 0.13512176096452166, 1.189572974547776, 0.11405271175803616, -0.11764097409743662, -0.6223871502172249, -0.2737199207354, 0.01196999432418547, 0.15701446408020683, -0.9819749852329369, 0.17376188531606554, -0.09880316893528693, 0.880115343249133, 0.013323776020092793, -0.2882210141667169, 0.25515722440996863, -0.5666338441676908]",Footstep,Red
"[1.0147966733756133, 0.9301824057215207, 0.9786243135596681, 1.0098947446153774, 1.0102449347255171, 0.9540333717518383, 0.996188180658796, 1.0544966098426019, 1.0471757069936654, 0.9418833643560459, 0.9067029215395146, 0.9749791174487232, 1.0008429692175982, 1.0050885916068848, 0.9707801108655446, 1.0101701362407347, 1.0913424211723626, 1.0196249975257239, 1.015924770591516, 1.046230947292157, 1.0124808018918159, 0.9936796304652157, 1.0281055874511997, 0.9272269974356036, 1.0807834782834778, 3.074097175072717, 1.0211190835571216, 0.9910375917666179, 0.9557413203601335, 1.0469070998147583, 0.9456586866006743, 0.9301803871330455, 1.0061074152071914, 0.9575036242388087, 0.9922459383984878, 1.0464031621199439, 0.9598333203940018, 0.9634283760167963, 0.9663037523464219, 0.9046032656714347, 1.0143337928427965, 0.9670361691998244, 0.984505564947873, 1.0980338602126265, 1.0045950117133016, 1.0291155549514166, 0.9339898667809045, 1.0097459336800034, 1.0339274436084132, 0.934717936655687]","[0.15645799789687792, -0.46505921074614076, 0.005806887062930344, -0.3390295569862187, -0.15083350235032017, 0.9208817934314374, 0.4651435155474668, 0.12281972980176147, 0.0790192321244688, -0.2547593322973783, 0.6573654936146786, 0.27645161962575304, 0.5260081224689178, -0.9223163257880763, -0.6813913667052712, -0.3864135543973288, -0.652741434025472, 0.40073029430960483, 0.4800949598773777, -0.32136772619795106]",Footstep,Red
"[1.0281721276776457, 0.9892040211938911, 1.0007387791130968, 1.1255371166708439, 1.0182184114804105, 0.9061040882722421, 1.084193384022088, 1.0186560645060674, 0.9317807318589388, 1.0206412586883296, 1.001196385433574, 1.003177488148129, 1.0010744236524383, 0.9204785199186157, 0.9926368125396996, 1.142222969215239, 1.0945113994259787, 0.9492445021815519, 0.981234658848348, 0.9591918609106918, 1.0285100130959735, 0.991803063484228, 0.9585580290312651, 1.0480079115306562, 0.9748838308878819, 2.5878866415533217, 1.0388120436901185, 1.013519783619093, 1.067407811594178, 1.0135145310452562, 0.887887086199133, 0.9421664834912842, 0.9437425591465086, 1.0174036803493505, 1.0381096968682773, 1.0789471788906468, 1.0241014407800222, 0.9721995407749789, 0.851663348857661, 1.0109178966534993, 0.9834607952601404, 1.062663559196031, 1.0306031548584764, 1.0100663692800873, 0.9785595194717124, 0.9835817991133083, 0.9565392597594534, 0.981932939399603, 0.9963033531752098, 1.0764772286308275]","[-0.10323556725751491, 0.16872679985998168, 0.6211383111382847, -0.6509582581246135, -0.6227632862633998, 0.06465128382281082, -0.12271290747754635, -0.5880215514193977, -0.1771638837777775, 0.15388669878837274, -0.564845526762696, 0.25999117901477925, 0.17966255448101034, 0.4816475294334082, -0.1660542824127896, 0.6115463027753999, -0.3492720259353751, 1.1999787933176187, -0.5420278268628381, -0.29009933768061236]",Footstep,Red
"[0.9124406773731607, 1.0398968328528604, 0.9181187219851935, 0.9709799348931261, 0.9556772395169748, 1.0069948042843593, 1.0087325670330178, 1.003217586737797, 1.0056821883078204, 1.0254933897747573, 0.851334567257329, 1.0492882866738, 0.9889283034243799, 0.9922456630924913, 1.0209295057587335, 0.9511010738581216, 0.9634360136828557, 1.1307845354422963, 0.9939522465922712, 1.0234804659494325, 1.0889595861108883, 1.0360908624491214, 1.0457379701218086, 0.9796764405420311, 1.1070920414904166, 3.59144305730117, 0.9866059686414266, 0.9905611911370643, 0.9524048880505394, 0.9798508674608116, 0.9344794111188902, 1.002897731536536, 0.978113307340978, 0.9707715590527278, 1.026918126517498, 0.9921107200117227, 1.0104512332996811, 0.9913470402839072, 1.0215975085651918, 1.0502946997782774, 1.0272368482693162, 0.9920372975459321, 0.9413701534191361, 1.047683522519742, 0.934921173016085, 0.9844757013787595, 0.9710667058403774, 0.9513531204392849, 0.9071873364879309, 0.9157453498031289]","[-0.2370262464431557, 0.8118907314329346, -0.8203660076054334, -0.42998272095788, 0.3749399767254988, 0.4141506427970619, -0.1422941073134088, -0.7612312269825781, 0.25027116746195305, 0.06045777013084342, -0.12317744024225774, -0.5224500953693764, 0.7454008952717766, 0.07095244400579079, 0.04258267648516998, -0.1128544978324938, -0.3366091660355416, -0.1389752103178439, -0.04969410632530679, 0.8093630040391986]",Footstep,Red
"[1.0189707849721479, 0.9776623493492895, 0.9815007696312771, 1.0173350698481294, 0.935766634382633, 0.9383838380812464, 0.9801634593206442, 1.0013448260718865, 0.9490221866838343, 0.9385952685689348, 1.011940719106931, 1.000586154159967, 0.9467946862434732, 0.9428645727446737, 1.0480112743811216, 0.9670108660447567, 0.9463312205093029, 1.0294053897081683, 1.019568318519707, 0.9626494114705236, 1.0350531510133365, 1.0371702669769074, 0.9530200240697724, 0.9219256050542965, 1.0197200201260914, 3.6326306748510064, 1.082091789308152, 1.0214370867178437, 0.9599868296833545, 0.9751702246629681, 1.0599864023161085, 0.9209651523287151, 0.9798458495011928, 0.9194922875532499, 0.9990119837765841, 1.01044202352345, 1.0201921086187764, 1.0314179666338812, 1.0209063556311915, 1.0120462067098133, 1.0588066534156764, 0.9889575873883412, 0.9913921498190785, 1.0321916008055854, 1.059756860859067, 1.0315281130924219, 0.9981490554038067, 0.9867161384271363, 1.0090540563000912, 1.0606908807673203]","[-0.3146668210062553, -0.00518897693306247, 0.20793674457680766, -0.1362076624486531, 0.0743687833675597, 0.6872205520697463, -0.18130745784092125, 0.1500158297635881, -0.2971199363769595, 0.35416907404715625, -0.0847439891540892, -0.8484265984650056, -0.25662812380241523, -0.2583279080084563, -1.0982078597181466, 0.36662069016674836, 0.45419742534320606, 1.0239698516701197, 0.4889316452904048, 1.1091796311702873]",Footstep,Red
"[1.0675542695585836, 1.0898036127618285, 0.963926660234135, 1.0376679835947324, 1.0402540877966664, 0.9439963893251611, 0.9769990530154823, 0.9093282394977832, 0.9482561593331772, 1.0943684589252147, 0.886797145140549, 0.9658612162195924, 0.9931777875119239, 1.00069213815917, 1.0471356632231195, 0.982866750391399, 1.0294860674274593, 0.8865643456998099, 1.002743842602676, 1.0271401671211178, 1.088019940032142, 0.9856872157837628, 0.9016388969400182, 0.9566782889553672, 1.0544485666863996, 3.665008104402302, 0.9421712416719698, 1.0102104659841382, 0.964040029568845, 0.9649793776060712, 1.0528362630629073, 1.0140849422418443, 1.0382463676333809, 0.9950897356716241, 0.9900084249403209, 1.0417949128106565, 1.0277689038570192, 0.9848836599951781, 0.9564598248618176, 1.0399675518171396, 0.9148125667388852, 1.0327159929908065, 0.9917372298301695, 0.997685995357017, 1.0502248488796275, 1.0198559268061782, 0.9389407587557598, 1.1004433210129336, 0.9657287208363419, 1.0462234778278414]","[0.3386736291730181, -0.19324436534929626, -0.5843638914880983, 1.3699184183786417, -0.16464006163858713, 0.36925496792788526, 0.15651497313500262, -0.4157494097934257, 0.0959502807053466, 0.19733692778844317, -0.23460314009781116, 0.6237465042886106, -0.003847860414151339, -0.17416285597753398, -0.3590188057633851, 0.19821108542636212, 0.5158042750601126, 0.06848658993379791, -0.36570231549662735, -0.5775277798506752]",Footstep,Red
"[0.9837305881459714, 1.023507452717494, 1.0278717444280023, 0.8989189208815734, 0.9959651467598107, 0.939978560202449, 0.9707554363080358, 1.0828325174220048, 0.9867996638031649, 0.9693582263866183, 1.0607077412296806, 1.082705325479315, 1.006830273654674, 1.048398147594414, 1.02108532545355, 0.9310070605903011, 1.025289422714112, 1.0469548994762312, 1.089652213740568, 1.0122743676543118, 0.922001070759967, 1.006477533563377, 1.039775744762754, 0.9834430704715282, 1.0427035644387543, 3.392829738758066, 0.9437581188678152, 1.0520716158156167, 1.0507880379116408, 0.897480672904469, 1.0072444591147043, 0.9818415185135709, 0.9857456855515564, 1.0451297549263046, 1.071212237195943, 0.9645101237352343, 1.022072947150866, 1.0121574707065872, 0.9817709462554088, 1.0099440404829116, 1.0328236749308193, 0.978257359224032, 0.9874093360439968, 0.9371925600983155, 1.0139567816165083, 0.9287290730354247, 1.0598452414991302, 0.9204678874617939, 1.0453553888011307, 0.9754263767829782]","[-0.07166917927778493, 0.4140513466893307, 0.433964567453814, -0.05070245050075553, 0.020643684242768818, 0.3116427936673389, -0.14751524043814965, -1.0741989911142733, -0.11930699918286046, -0.48288817438417575, -0.32935007990894616, -0.1482886033329481, 0.2832665605866007, 0.013633171444767053, -0.6123308201765015, -0.15177738067423455, 0.0894150317684271, 0.14097886709711574, -0.5222741561094078, -0.39783767377734974]",Footstep,Red
"[0.9698336130643186, 1.0194486744264326, 1.0145712205879316, 0.971807941838287, 1.0034153667052297, 1.0584028824407203, 1.0421405245696906, 0.9838559838710385, 0.999452951990165, 0.9781900639763209, 0.9714640581330849, 1.050457723641319, 0.9192844137780791, 1.0497717078924846, 0.9833850354000236, 1.0840502296441945, 0.9438222348485558, 0.9856540902532481, 0.9177748943074322, 1.055989172203639, 0.9849350732423602, 1.0297534026473025, 0.9490348970215398, 1.0596673841468458, 0.9435322029563922, 2.837830111089175, 0.9627548171484392, 0.9615862166826235, 1.0165267741336628, 1.001888597472938, 1.0323548587495852, 0.9771001930561513, 0.9070771230420951, 0.9696763693944618, 1.0435462169519303, 0.951288033884838, 0.956625254517267, 1.079371501780316, 0.9098078321178187, 1.0715363841484973, 1.100342523107813, 1.0128691035882917, 1.053039347331064, 1.0022189054176076, 0.9814759145825387, 1.058608756326635, 1.0303123961371228, 1.103834321075601, 1.0362946936102992, 0.9615320622138216]","[0.36364495562876903, -0.7994623373131738, 1.2157547114330245, 0.29162906787925513, 0.5148542169703774, -0.01738165694529043, 0.6101071896959007, -0.05939510839440055, 0.1933454262850006, -0.24844893133655171, 0.1793447778758849, -0.14365038201992844, -0.12580517511314004, 0.6758086506321552, -0.4836520026233769, 0.6773376591431446, 0.25310108333214765, -0.07902126810844258, 0.18156329074612948, -0.4397377274949185]",Footstep,Red
"[0.9949115897026181, 0.9296464817857131, 0.9625628317393434, 1.049422090055962, 0.9480675552109523, 0.9830716475336403, 0.8716958301503075, 0.9658968585113518, 0.9418173490120761, 0.9267883463801646, 0.9888365200901552, 1.054959788702262, 1.0198965445847263, 1.0304471987226984, 0.9897576431139498, 0.9545995884874499, 1.046548148637368, 0.9519069475289987, 0.9769202235658854, 0.9884116501761104, 1.0372760771369234, 1.0076681004204167, 1.0892277487961304, 1.0267705618158938, 1.0130670129819332, 3.23806650078243, 0.9823426841810526, 1.0202034112920735, 1.056635585120702, 1.0200170800985409, 0.9488176043200169, 1.0168625858085434, 0.933858795911747, 0.9389927019472409, 0.985405221312853, 1.0012938333359445, 0.9772888410952298, 1.0096177509101407, 0.969687491260838, 0.9972149472112174, 1.0070735047911663, 1.045285261150366, 0.9462353319964563, 0.9269155539438868, 0.9774539555276743, 1.009624098688234, 0.943092348809889, 1.036289061613661, 0.9554849138573546, 1.079256266049478]","[0.3132919065062825, -0.48528564145921277, -0.8872789369290796, -0.015199207845920562, -0.18636798183183265, 0.31151627360623735, -0.4729021764637628, -0.29186132768738204, -0.5734844051352, 1.271015542478627, 0.6057845425421217, -0.2347188395349053, 0.5610133234378957, 0.16592264266422121, 0.28441227466346775, -0.2736466793447736, -0.15406249517727036, 0.7492189905391408, 0.3921719719284504, 0.356618139991498]",Footstep,Red
"[0.9681591576077099, 1.0916900850268572, 1.074736746997143, 0.9740831139963958, 1.0829626814243465, 1.0231253331868144, 0.9448613079227579, 1.015157360748081, 1.0819834542725058, 0.9406537699287846, 1.0360223527033465, 1.0291937999920173, 0.9802928637510706, 1.023772335120582, 1.0096290312930671, 1.0509054948992747, 0.9669328661029725, 1.0008605335109173, 1.016864579071636, 0.9730788738366618, 0.9899854064484992, 0.9457132551983743, 1.059122348867144, 1.0080874597350395, 0.904888618238189, 3.268187666750058, 0.9984211434198739, 0.9713348877320267, 0.9574686301122968, 0.9972304681475628, 1.0262889427017559, 0.9585960908462351, 1.0530238514307642, 1.0483060336347296, 0.9515969169219597, 1.1546934593317024, 0.9503737998281588, 1.0455046977363243, 1.1031995802495496, 1.079817423398091, 1.0075013375080166, 0.9703812780822708, 0.9954950561915503, 0.9701669597011383, 1.0205833596093812, 0.9929083302470381, 1.0014467914990102, 1.0190141699757633, 0.8633444082138384, 1.019395413796159]","[-0.6391794585240342, 0.13759652604257389, -0.681068513179228, 0.6132445920984102, -0.01768834159372827, -0.44225641870178845, 0.6004316075488906, 0.8234422672512347, -1.0056341439017245, -0.45759101498070487, -0.5278452752728136, 0.10594769790796572, -0.22189224684065245, 0.2036935157958934, 0.4259719076573199, 0.4283015255540182, 0.018016412123475097, -0.5932853717921547, 0.7482341210044402, 0.17108415421303072]",Footstep,Red
"[1.0212297502426593, 1.0131067591083562, 0.9554844534240619, 0.9930091612203724, 0.9823961486293629, 0.9646823613046563, 0.952861440915008, 1.0459949459236888, 1.0381475848947752, 1.0717455976080488, 1.0335014471811474, 0.9550757993515983, 0.9919115286679785, 1.051837872927894, 1.0335157312131655, 1.0851251645530953, 1.0632748563776064, 0.9929001565837425, 1.0535233459486757, 0.9358432939849182, 1.0563855347617503, 0.9591625770708494, 0.9975344369786916, 1.0472555422903969, 1.0288215785909156, 3.1858539163041195, 0.9724974023204602, 1.0697868051650707, 1.0540519130371813, 0.9667518706240329, 0.9303201713022398, 1.028248387143271, 0.983784049568362, 0.9409729849435285, 1.0018176719919822, 0.968981151975159, 0.9656916890013587, 1.0450919824526426, 1.0021620578961097, 0.9470213501375029, 0.9415806327767213, 0.9323144874629273, 0.9853036719283869, 0.9655125713344982, 1.0317232352823187, 0.9500428483494733, 1.0943661285732134, 1.0251206166334403, 0.9724744431019456, 0.9703820783238999]","[-0.043859207203703024, 0.8308087830530081, -0.1841268992526063, -0.27741854554533607, -0.3332934293616559, -0.5532346216054969, 0.23331020520838494, -0.5548885465906493, -0.030678626332843517, 0.36110288613499586, 0.3300382357233482, -0.0646354621673808, 0.2762953824483105, -0.07013697815337826, 0.05161919986424934, 0.606205093576439, 0.4376664848761457, 0.3683503397695958, 0.295909747745373, -0.22675216686280059]",Footstep,Red
"[0.9850764633477049, 1.02531400541973, 1.0232383346278866, 1.1038451935651634, 1.0712540322432078, 0.9314042936329706, 0.9676997497337007, 0.9562162656778532, 0.926378789216864, 1.0196619867669954, 0.9978349294621907, 1.0170768657857274, 1.0067997244919715, 0.9563886074969561, 0.9216206211933051, 1.0371444794863314, 0.9844505615587341, 1.018179434878807, 1.0355561675937177, 0.9270652382340494, 1.0205349621138087, 1.005207105835292, 1.0898545248041736, 0.9347479391317474, 1.011034938463389, 2.8898627186327692, 1.0203716614662421, 0.9981990772370871, 0.9730568141326967, 1.0239380237043803, 0.9278497918637904, 1.0095349179925508, 1.0423720609656533, 0.9521676094566843, 1.0259166810026406, 0.9738351953818738, 1.0223446766078972, 1.0319398904329649, 1.0415820279580372, 0.9363528871556566, 0.9102593705115841, 1.0731663128415938, 1.059528454216585, 0.9743254588381535, 0.9838728584010884, 0.9781428333588813, 1.0572404754703004, 1.0171007667325132, 1.0081043703698807, 0.9277019176980815]","[-0.41789304020409224, 0.6561873907050262, 0.07667129412599138, -0.29581678709653697, -0.743069730161055, 0.3947095412363673, -0.7269228257170326, 0.4879026325669931, 0.5550293896504038, 0.35585833252873733, 0.22583292818221123, 0.007552778321252094, -0.2061938378359342, 0.25613494252226093, 0.35956960778860425, -0.5000526698090786, -0.24215299603902032, 0.7219490578357592, 0.11258776645165867, 0.5587800415995698]",Footstep,Red
"[1.081651369179563, 0.9434146164809617, 1.0402500922615079, 1.0463731862638597, 1.0578225253666524, 1.0155023331781836, 1.031244388199267, 0.982264422254537, 1.0620333120630152, 0.9747439742591795, 1.048589042527911, 1.0278853342834857, 0.9554189841578596, 0.9009843414984832, 1.015953571472905, 1.063619788417951, 1.0393895482165345, 1.0252190187702042, 1.0513217935533499, 0.982334850549746, 0.9871625351091573, 1.0074667684311087, 0.9870080361657357, 0.9783186382725378, 1.0000793991726558, 3.3383549422673813, 0.9585662127857165, 1.0965888732650366, 0.9746502800324447, 1.0710731094317902, 1.0632130870145868, 1.0070693605033094, 0.9666891738182207, 1.0318456118604238, 1.0107656721370564, 1.0583329339713332, 1.0414119624108222, 0.9960269719071466, 0.9818379916763418, 1.032844098709582, 0.9119873509824467, 0.9566311706914287, 0.9742055921421332, 0.9918353093630309, 1.077953287350144, 0.9443073791305665, 1.009551641902192, 1.0311674790474177, 1.0271013452333806, 0.9671175503406548]","[0.08197627862153417, -0.5213785572506817, -0.26083829290786215, -0.027982352285040177, 0.18247903371022173, -0.5372815293266123, 0.03833293786084282, -0.4012484674921478, -0.06698002668314111, 0.5490522295557004, -0.14903175751384193, -0.6752890645296977, 0.09015685432970186, -0.1524895892974249, -0.32300211961343744, -0.09108787430750079, -0.5125270503861511, -0.32938250894003485, -0.12891599048711788, 0.31567681407061654]",Footstep,Red
"[0.9395340343980572, 1.054449273102262, 1.0111786392922895, 0.9613421877334533, 1.0346320526206678, 1.0649514825793198, 1.0212287411981444, 0.9820182445670779, 0.9993297229265561, 1.0390161919870802, 1.0137484813119222, 0.9335294307813099, 1.0403056511211548, 1.0844428916808553, 0.9300914877275731, 1.0214367097886672, 0.9822841325099144, 0.9405800210136744, 1.0469134745177249, 0.9985705601501177, 1.0206172914010225, 0.9350095699128654, 0.9837448460732799, 1.0453430574592761, 1.0420930875609484, 2.893796870269942, 0.9877621429420392, 0.9293075573766247, 1.0525144810745921, 0.968740526302392, 1.0011777332528395, 1.057237839712676, 1.055137906082182, 1.0045075588545578, 1.0124289503944566, 1.0145327528817782, 0.9678399741200902, 0.9880283805589104, 0.9579525318987339, 1.025711366993888, 1.0553794154824025, 0.9734991314500431, 0.9979916006562118, 1.0216931067361403, 0.9787185678573781, 1.0834520632748723, 1.0245187844519756, 0.9407492510043741, 1.0238086080191429, 1.0381952488950088]","[0.10077959283546965, -0.033883144773735815, -0.3684255939173873, 0.9338467317284159, 0.44191392476683944, 0.18983361230146342, -0.3834903277328625, -0.5318427755850359, -0.5159582526381608, 0.014328439378464017, -0.02845289643603517, 0.21553575132030625, 0.11192453631208388, 0.2494155528028535, 0.5232540229437901, -0.5670044410384315, -0.033098484343854775, 0.8840163603955901, 0.1924819198755399, 0.46408145855759064]",Footstep,Red
"[1.0578127045725885, 1.0301551521225722, 1.0553769847117134, 0.9456798314209245, 1.0036187575468976, 0.9688182128771051, 1.0449928277186893, 1.0183177358829005, 1.08838318070479, 0.8992303179618848, 1.0260509914035125, 1.0186899454107627, 1.1167354534088079, 1.0323228453453337, 1.0563478901878103, 1.1000871752648687, 1.048450937931373, 0.9985755545242065, 1.0472075544038302, 1.0302565766498382, 0.9744057999850116, 0.9875299398672652, 1.054613938920601, 0.9536670532533, 0.982721709957283, 3.7606308507481314, 1.0475509114031138, 0.993195151138079, 0.9683560792158391, 1.0514819407051874, 1.0367956200749868, 1.0603461905624936, 0.9958806451096595, 1.0656689866587992, 1.0152457179909116, 1.0365975656160473, 1.0218142733189364, 1.0367589965554658, 0.9818824415673134, 0.9538932528413966, 0.987161861400322, 0.9600053488175632, 0.9587416414311838, 0.9708576825801609, 1.0110528351755521, 0.9673733252022906, 1.1149991721791759, 0.9155588662474644, 0.9910033292416459, 0.9900108491203697]","[-0.48744179451881203, -0.6653497238086851, -0.6176583086527311, -0.5469733369752995, -0.027577650839955323, 0.9737220566111444, -0.4368746134603852, 0.11533323744601012, -1.077599924309723, -0.2678083853857904, -0.1883288177932509, 0.5770975848936689, 0.21365244825777951, -0.32827204271621196, 0.09359839701191112, -0.04176073524351339, 0.23147240049305765, 0.3965828283384512, -0.9889949730184778, 0.3993098093252205]",Footstep,Red
